1,218.779488,490.84
2,136.320204,490.69
3,126.219280,490.51
4,122.392049,491.29
5,120.956545,491.89
6,119.085572,490.70
7,117.339280,490.83
8,116.512872,489.74
9,115.786917,490.65
10,115.134569,490.00
11,114.661484,490.28
12,114.237568,490.26
13,113.934510,490.31
14,113.630613,490.33
15,113.385846,493.60
16,113.141818,494.13
17,112.943646,491.57
18,112.747459,490.61
19,112.578736,490.23
20,112.414032,490.48
21,112.253681,494.13
22,112.125663,496.14
23,111.983441,493.52
24,111.860151,491.72
25,111.740786,491.43
26,111.636841,491.36
27,111.566143,491.28
28,111.451959,490.31
29,111.372566,491.19
30,111.289951,490.79
31,109.983183,492.19
32,109.876458,492.64
33,109.828152,492.27
34,109.813353,492.57
35,109.777495,491.96
36,109.734082,491.83
37,109.716811,491.87
38,109.679046,490.61
39,109.654075,491.30
40,109.608496,510.33
