1,151.796431,868.31
2,95.133200,941.38
3,87.237067,961.88
4,83.604823,1041.07
5,92.450899,1361.97
6,81.653766,964.37
7,79.764662,832.67
8,78.833070,619.37
9,78.641175,608.80
10,78.237911,619.00
11,78.655626,612.00
12,77.505788,616.77
13,76.865377,616.54
14,77.047706,618.15
15,78.957240,607.33
16,76.754143,618.47
17,76.738533,612.31
18,76.245546,621.38
19,76.003553,617.05
20,75.977170,609.31
21,76.556808,624.08
22,75.654342,609.53
23,77.031476,623.52
24,75.538586,618.13
25,75.430950,620.96
26,75.414130,612.52
27,75.285378,627.48
28,75.508788,618.91
29,75.075665,626.40
30,75.095060,605.73
31,76.266769,607.51
32,74.548032,624.29
33,74.022171,620.36
34,73.925695,619.15
35,73.881929,624.12
36,73.837281,618.37
37,73.994889,624.91
38,73.808489,617.37
39,73.764543,616.64
40,73.794379,625.20
41,73.730345,609.33
42,73.713103,632.85
43,73.693586,627.12
44,73.699281,619.37
45,73.662869,623.12
46,73.658284,617.65
47,73.660540,618.80
48,73.696638,616.90
